31	"śmy tego tyle lat , pewnie >>ze<< sto – mówiła , ni "	prep:gen:wok	prep:inst:wok
1076	"całym Kaukazie , nieustraszeni i dzicy >>Lezgini<< i Awarowie . Przyjechali też "	subst:sg:nom:m1	subst:pl:nom:m1
1078	", nieustraszeni i dzicy Lezgini i >>Awarowie<< . Przyjechali też Czeczeni , "	ign	subst:pl:nom:m1
1095	"gór , z przepastnych wąwozów rzeki >>Argun<< . Tamtejsze życie na odludziu "	subst:sg:gen:f	subst:sg:gen:m1
1107	"i tylko wśród swoich dawało może >>poczucie<< bezpieczeństwa , ale nie było "	subst:sg:nom:n	subst:sg:acc:n
1132	"kamienne wieże , które wznosili na >>zboczach<< . Nie tylko mogli z "	subst:pl:loc:f	subst:pl:loc:n
1141	"tylko mogli z nich zawczasu dostrzec >>nadciągające<< niebezpieczeństwo , ale i schronić "	pact:sg:acc:n:imperf:aff	pact:pl:acc:m3:imperf:aff
1218	", a siarczyste mrozy skuwały rzekę >>Argun<< i górskie strumienie , przemieniając "	ign	subst:sg:nom:m1
1224	"Argun i górskie strumienie , przemieniając >>ich<< wody w lodowe figury – "	ppron3:pl:gen:f:ter:akc:npraep	ppron3:pl:gen:m1:ter:akc:npraep
1230	"ich wody w lodowe figury – >>smoki<< i pałace ze starych baśni "	subst:pl:nom:m3	subst:pl:nom:m2
1272	"dziwnego , że na wieść o >>zaproszeniu<< kachetyjskich książąt , porzucając trudy "	ger:sg:loc:n:perf:aff	subst:sg:loc:n
1338	"Gruzję , a rozgościwszy się na >>południowych<< zboczach Kaukazu , postanowiła podbić "	adj:pl:loc:f:pos	adj:pl:loc:n:pos
1339	", a rozgościwszy się na południowych >>zboczach<< Kaukazu , postanowiła podbić także "	subst:pl:loc:f	subst:pl:loc:n
1345	"zboczach Kaukazu , postanowiła podbić także >>stoki<< północne . Część Czeczenów przystała "	subst:pl:nom:m3	subst:pl:acc:m3
1346	"Kaukazu , postanowiła podbić także stoki >>północne<< . Część Czeczenów przystała do "	adj:pl:nom:m3:pos	adj:pl:acc:m3:pos
1439	"chęć wzbogacenia się , wybicia nad >>innych<< , wyzwolenia z krępujących więzów "	adj:pl:acc:m1:pos	adj:pl:gen:n:pos
1449	"krępujących więzów wspólnoty , a przynajmniej >>ich<< poluzowania . Obowiązujące w górach "	ppron3:pl:gen:m3:ter:akc:npraep	ppron3:pl:gen:f:ter:akc:npraep
1452	", a przynajmniej ich poluzowania . >>Obowiązujące<< w górach i przekazywane z "	pact:pl:nom:f:imperf:aff	adj:pl:nom:m3:pos
1482	", tak by nikt nie miał >>więcej<< niż pozostali , a wspólnota "	num:pl:acc:m3:rec	adv:com
1513	"któryś z członków wspólnoty dorabia się >>nadmiernego<< jej zdaniem bogactwa , zwoływano "	adj:sg:gen:m3:pos	adj:sg:gen:n:pos
1541	". Ci , którzy chcieli mieć >>więcej<< , więcej niż inni , "	num:pl:acc:m3:rec	num:pl:acc:n:rec
1543	", którzy chcieli mieć więcej , >>więcej<< niż inni , a może "	num:pl:acc:m3:rec	num:pl:acc:n:rec
1588	"chcieli . Nikt im nie wytykał >>słabości<< i skłonności do wygód i "	subst:sg:gen:f	subst:pl:gen:f
1623	"jeśli także i zazdrość , to >>i<< ona uchodziła za powód do "	conj	qub:wok,qub:nwok
1654	"by uczynić swoje życie łatwiejszym i >>lepszym<< , ale żeby je ocalić "	adj:sg:loc:m3:com	adj:sg:inst:n:com
1658	"łatwiejszym i lepszym , ale żeby >>je<< ocalić . Wędrowali na południowe "	ppron3:pl:acc:m3:ter:akc:npraep	ppron3:sg:acc:n:ter:akc:npraep
1683	"a nierzadko nawet krewni . Według >>panującego<< w górach prawa przelaną cudzą "	pact:sg:gen:m1:imperf:aff	subst:sg:gen:m1
1719	"świętym obowiązkiem synów , braci i >>krewnych<< ofiary . Niedopełnienie tego nakazu "	adj:pl:gen:f:pos	subst:pl:gen:m1
1739	"wieki wystawiało go na pośmiewisko . >>Kistami<< nazwali przybyszów miejscowi , kachetyjscy "	ign	subst:pl:nom:m1
1758	"prawidłowo wymówić nazwy , jakiej na >>określenie<< samych siebie używali Czeczeni z "	ger:sg:acc:n:perf:aff	subst:sg:acc:n
1789	"sami wołali na siebie Kej - >>Jistchoj<< , co w czeczeńskiej mowie "	ign	subst:sg:nom:n
1798	"w czeczeńskiej mowie znaczyło , z >>grubsza<< biorąc , „ ludzie z "	adj:sg:nom:f:com	adj:sg:voc:f:com
1835	"nich , nie potrafili wytłumaczyć , >>jakie<< wrota mieli na myśli ich "	adj:pl:acc:n:pos	adj:pl:nom:n:pos
1836	", nie potrafili wytłumaczyć , jakie >>wrota<< mieli na myśli ich przodkowie "	subst:pl:acc:n	subst:pl:nom:n
1840	", jakie wrota mieli na myśli >>ich<< przodkowie , wybierając taką właśnie "	ppron3:pl:gen:m1:ter:akc:npraep	ppron3:pl:gen:n:ter:akc:npraep
1865	"faktem , że zamieszkiwała to samo >>terytorium<< , zwykle na zboczach lub "	subst:sg:acc:n	subst:sg:gen:n
1915	"wznosiły się już tylko skaliste , >>niezdobyte<< i sięgające gwiazd wierzchołki Kaukazu "	ppas:pl:nom:m3:perf:neg	adj:pl:nom:m3:pos
1917	"już tylko skaliste , niezdobyte i >>sięgające<< gwiazd wierzchołki Kaukazu . Lara "	pact:pl:nom:f:imperf:aff	pact:pl:nom:m3:imperf:aff
1959	"zboczy Kaukazu auły Kej - Jistchojów >>leżały<< najbliżej Gruzji . Stąd właśnie "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:m2:imperf:nagl,praet:pl:m2:imperf:agl
1973	"brać „ wrota ” w nazwie >>wspólnoty<< . A Gruzini , żyjąc "	subst:sg:gen:f	subst:pl:nom:f
1985	"od wieków w sąsiedztwie Kej - >>Jistchojów<< , których imienia nie potrafili "	ign	subst:pl:gen:n
1988	"sąsiedztwie Kej - Jistchojów , których >>imienia<< nie potrafili poprawnie wymówić , "	subst:sg:gen:n	subst:pl:nom:n
2009	"gruzińscy książęta wyznaczyli przybyszom wciśniętą między >>góry<< dolinę Pankisi , długą na "	subst:sg:gen:f	subst:pl:acc:f
2011	"wyznaczyli przybyszom wciśniętą między góry dolinę >>Pankisi<< , długą na dziesięć kilometrów "	ign	subst:sg:nom:f
2020	"na dziesięć kilometrów , szeroką na >>pięć<< i przeciętą wzdłuż rzeką Alazani "	num:pl:acc:m3:rec	num:pl:acc:f:rec
2022	"kilometrów , szeroką na pięć i >>przeciętą<< wzdłuż rzeką Alazani , spływającą "	ppas:sg:acc:f:perf:aff	ppas:sg:inst:f:perf:aff
2023	", szeroką na pięć i przeciętą >>wzdłuż<< rzeką Alazani , spływającą ze "	prep:gen:wok,prep:gen:nwok	adv:pos,adv:com,adv:sup
2040	"z topniejących śniegów i lodowców . >>Kistowie<< nie byli tu pierwszymi osadnikami "	ign	subst:pl:nom:m1
2048	"byli tu pierwszymi osadnikami . Przed >>nimi<< zamieszkali w dolinie gruzińscy górale "	ppron3:pl:inst:m1:ter:akc:praep	ppron3:pl:inst:n:ter:akc:praep
2057	"dolinie gruzińscy górale , którym władcy >>Kachetii<< podarowali ziemie w podzięce za "	subst:sg:gen:f	subst:pl:gen:f
2190	", którym w podobny sposób oddawali >>cześć<< . Nie zmieniło się to "	subst:sg:acc:f	subst:sg:nom:f
2214	", a Gruzini z południa przyjęli >>pierwszą<< z nich , podczas gdy "	adj:sg:acc:f:pos	adj:sg:inst:f:pos
2223	", podczas gdy Czeczeni z północy >>drugą<< . Nadal nie widzieli w "	adj:sg:inst:f:pos	adj:sg:acc:f:pos
2235	"sobie wrogów . Modlili się już >>inaczej<< i w oddzielnych świątyniach , "	adv:pos,adv:com,adv:sup	conj
2245	"świątyniach , ale zachowali podobne obyczaje >>i<< upodobania do biesiad , tych "	conj	qub:wok,qub:nwok
2258	"potraw i wina . Pozostali też >>wierni<< wielu dawnym , wspólnym wierzeniom "	subst:pl:nom:m1	adj:pl:nom:m1:pos
2271	"z którymi teraz kryli się przed >>obcymi<< , nie chcąc uchodzić za "	adj:pl:inst:m1:pos	subst:pl:inst:f
2279	"nie chcąc uchodzić za pogan i >>barbarzyńców<< . W swoich wąwozach , "	subst:pl:gen:m1	subst:pl:acc:m1
2344	"obu wyznań . Według kaukaskiej legendy >>pochodzili<< wręcz od jednego , wspólnego "	praet:pl:m1:imperf:nagl,praet:pl:m1:imperf:agl	praet:pl:m1:perf:nagl,praet:pl:m1:perf:agl
2349	"legendy pochodzili wręcz od jednego , >>wspólnego<< przodka , Targamosa – potomka "	adj:sg:gen:m3:pos	adj:sg:gen:m1:pos
2366	"ratując się przed potopem , zbudował >>arkę<< i osiadł w niej na "	subst:sg:acc:f	subst:sg:acc:m1
2373	"i osiadł w niej na górze >>Ararat<< . Biblijna przypowieść czyni z "	subst:sg:nom:m3	subst:sg:acc:m3
2483	"i wiele lat musiało upłynąć i >>wiele<< się wydarzyć , zanim zaczęli "	adv:pos,adv:com,adv:sup	num:pl:acc:n:rec
2506	"w dolinie Pankisi częściej widuje się >>kobiety<< Kistów , podczas gdy ich "	subst:pl:nom:f	subst:sg:gen:f
2507	"dolinie Pankisi częściej widuje się kobiety >>Kistów<< , podczas gdy ich mężczyźni "	ign	subst:sg:gen:m1
2511	"się kobiety Kistów , podczas gdy >>ich<< mężczyźni wolą zajmować się pszczelarstwem "	ppron3:pl:gen:m1:ter:akc:npraep	ppron3:pl:gen:n:ter:akc:npraep
2530	"w nowym miejscu tak bardzo przypominało >>to<< dawne , że Kistowie powoli "	subst:sg:nom:n	subst:sg:acc:n
2534	"bardzo przypominało to dawne , że >>Kistowie<< powoli zapominali , że nie "	subst:sg:nom:m1	subst:pl:nom:m1
2547	"zawsze mieszkali w dolinie . Przenosiny >>niewiele<< zmieniły w ich życiu , "	num:pl:acc:n:rec	adv:pos,adv:com,adv:sup
2556	"ich życiu , a ponieważ nie >>wymagały<< żadnych wyrzeczeń , tym szybciej "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl
2563	"żadnych wyrzeczeń , tym szybciej o >>nich<< zapomnieli , tak jak zapomnieli "	ppron3:pl:loc:m3:ter:akc:praep	ppron3:pl:loc:f:ter:akc:praep
2603	"na ziemi . Zajęci nowym życiem >>Kistowie<< z południowych stoków Kaukazu coraz "	ign	subst:pl:nom:m1
2619	"północne zbocza , przestali odwiedzać swoich >>braci<< Czeczenów . Łańcuchy górskie odgradzające "	subst:pl:gen:m1	subst:pl:acc:m1
2702	"zakazy , uznając , że im >>mniej<< będą Kistowie wiedzieli o życiu "	adv:com	num:pl:nom:m3:rec
2719	"kłopotów im przysporzą . Unieruchomieni , >>przywiązani<< do ziemi nie powinni nawet "	ppas:pl:nom:m1:perf:aff	adj:pl:nom:m1:pos
2756	"mowy , poznali gruzińskie zwyczaje i >>wiele<< z nich przyjęli za własne "	num:pl:nom:f:rec	num:pl:acc:n:rec
2758	"poznali gruzińskie zwyczaje i wiele z >>nich<< przyjęli za własne . Posyłali "	ppron3:pl:gen:m1:ter:akc:praep	ppron3:pl:gen:n:ter:akc:praep
2771	"dzieci do gruzińskich szkół , gdzie >>uczyły<< się o gruzińskich dziejach , "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:m3:imperf:agl,praet:pl:m3:imperf:nagl
2777	"uczyły się o gruzińskich dziejach , >>dowiadywały<< o gruzińskich królach , bohaterach "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl
2780	"gruzińskich dziejach , dowiadywały o gruzińskich >>królach<< , bohaterach , wieszczach . "	subst:pl:loc:m2	subst:pl:loc:m1
2829	"dnia , bez słowa , zapędzili >>Kistów<< do rzeki Alazani i w "	ign	subst:sg:nom:m1
2885	"ludów gruzińskich górali , takich jak >>Swanowie<< , Chewsurowie czy Tuszyni . "	ign	subst:pl:nom:m1
2887	"górali , takich jak Swanowie , >>Chewsurowie<< czy Tuszyni . Ta nowa "	ign	subst:pl:nom:m1
2889	"takich jak Swanowie , Chewsurowie czy >>Tuszyni<< . Ta nowa , przybrana "	ign	subst:pl:nom:m1
2906	"z Kaukazu na Syberię , na >>jakie<< , podejrzewając ich o nielojalność "	adj:pl:acc:f:pos	adj:sg:acc:n:pos
2914	"podejrzewając ich o nielojalność , skazał >>wszystkich<< pozostałych Czeczenów rozsierdzony kremlowski władca "	adj:pl:acc:m1:pos	subst:pl:acc:m1
2915	"ich o nielojalność , skazał wszystkich >>pozostałych<< Czeczenów rozsierdzony kremlowski władca Józef "	adj:pl:acc:m1:pos	adj:pl:gen:m1:pos
2931	"się z Gruzji . Ominęło ich >>nie<< tylko zesłanie z braćmi w "	conj	qub:wok,qub:nwok
2941	"braćmi w syberyjskie śniegi , ale >>i<< wszystkie dziejowe burze , które "	conj	qub:wok,qub:nwok
2963	". Owszem , dochodziły ich z >>daleka<< wieści tak niezwykłe , że "	adj:sg:nom:f:pos	adj:sg:voc:f:pos
2997	"doliny , zapomnianej przez Boga i >>ludzi<< , nie miały one dostępu "	subst:pl:gen:m1	subst:pl:acc:m1
3000	"przez Boga i ludzi , nie >>miały<< one dostępu , przechodziły jakby "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl
3001	"Boga i ludzi , nie miały >>one<< dostępu , przechodziły jakby bokiem "	ppron3:pl:nom:f:ter:akc:npraep	ppron3:pl:nom:n:ter:akc:npraep
3004	", nie miały one dostępu , >>przechodziły<< jakby bokiem . W Tbilisi "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:m3:perf:nagl,praet:pl:m3:perf:agl
3075	"pootwiera się w nich sklepy i >>przedszkola<< . Kistowie nie zajmowali się "	subst:pl:nom:n	subst:pl:acc:n
3077	"w nich sklepy i przedszkola . >>Kistowie<< nie zajmowali się jednak polityką "	ign	subst:pl:nom:m1
3085	"zajmowali się jednak polityką i była >>ich<< ledwie garstka , kilka tysięcy "	ppron3:pl:gen:m1:ter:akc:npraep	ppron3:pl:acc:m1:ter:akc:npraep
3093	"garstka , kilka tysięcy dusz , >>pół<< tuzina wsi , więc ich "	num:pl:nom:m3:rec	num:pl:acc:m3:rec
3104	"ich życie w dolinie toczyło się >>swoim<< tempem , bez większych zmian "	adj:sg:inst:m3:pos	adj:sg:inst:n:pos
3105	"życie w dolinie toczyło się swoim >>tempem<< , bez większych zmian . "	subst:sg:inst:m3	subst:sg:inst:n
3179	"mocarstwa zajmującego Europę i Azję i >>rozciągającego<< się od Bałtyku po Morze "	pact:sg:gen:m3:imperf:aff	pact:sg:acc:m1:imperf:aff
3194	"Arktyki po Hindukusz i Pamir . >>Nazywane<< Imperium Zła , władające jedną "	ppas:sg:nom:n:imperf:aff	ppas:pl:nom:f:imperf:aff
3204	"władające jedną połową świata , a >>drugą<< trzymające w nieustannym strachu , "	adj:sg:acc:f:pos	adj:sg:inst:f:pos
3205	"jedną połową świata , a drugą >>trzymające<< w nieustannym strachu , upadło "	pact:pl:acc:f:imperf:aff	pact:pl:acc:m3:imperf:aff
3214	"strachu , upadło , legło w >>gruzy<< jak wcześniej wszystkie jemu podobne "	subst:pl:acc:n	subst:pl:acc:m3
3217	", legło w gruzy jak wcześniej >>wszystkie<< jemu podobne . Usłużne i "	adj:sg:acc:n:pos	adj:pl:nom:n:pos
3219	"w gruzy jak wcześniej wszystkie jemu >>podobne<< . Usłużne i jeszcze niedawno "	adj:pl:nom:m3:pos	adj:pl:acc:m3:pos
3225	"podobne . Usłużne i jeszcze niedawno >>sparaliżowane<< strachem prowincje jedna po drugiej "	ppas:pl:nom:m3:perf:aff	ppas:pl:nom:f:perf:aff
3234	"jedna po drugiej otrząsały się z >>niemocy<< , ogłaszały niepodległość . Ogłosiła "	subst:sg:gen:f	subst:pl:gen:f
3245	"Ogłosiła ją i Gruzja , a >>Kistowie<< , jej obywatele , sto "	ign	subst:pl:nom:m1
3250	"a Kistowie , jej obywatele , >>sto<< lat po tym , jak "	num:pl:acc:m3:rec	num:pl:nom:m3:rec
3269	"samych siebie odkryli w sobie dawnych >>Czeczenów<< . Kaukascy górale , a "	subst:pl:gen:m1	subst:pl:acc:m1
3298	"północnej stolicy w Sankt Petersburgu i >>tej<< głównej , w Moskwie , "	adj:sg:gen:f:pos	adj:sg:loc:f:pos
3299	"stolicy w Sankt Petersburgu i tej >>głównej<< , w Moskwie , ale "	adj:sg:gen:f:pos	adj:sg:loc:f:pos
3328	"w ślad za nimi , dziwem >>nad<< dziwy była już czeczeńska stolica "	prep:inst:nwok	prep:acc:nwok
3329	"ślad za nimi , dziwem nad >>dziwy<< była już czeczeńska stolica Grozny "	subst:sg:gen:f	subst:pl:acc:m3
3342	"wzniesiona przez Rosjan jako najpotężniejsza z >>ich<< twierdz na Kaukazie . Podziwiali "	ppron3:pl:gen:f:ter:akc:npraep	ppron3:pl:gen:m1:ter:akc:npraep
3351	"Kaukazie . Podziwiali jej wielkomiejskość , >>bogactwo<< i rozmach , zdumiewali się "	subst:sg:nom:n	subst:sg:acc:n
3393	"kuzyni , ich krew . Jak >>ubodzy<< krewni z dalekiej prowincji , "	adj:pl:nom:m1:pos	subst:pl:nom:m1
3394	", ich krew . Jak ubodzy >>krewni<< z dalekiej prowincji , z "	subst:pl:nom:m1	fin:sg:ter:imperf
3408	"zaścianka , nie mogli się napatrzeć >>wielkości<< Groznego , a ciesząc nią "	subst:sg:gen:f	subst:pl:gen:f
3433	"rosną we własnych oczach , a >>inni<< zaczynają na nich spoglądać z "	adj:pl:nom:m1:pos	subst:pl:nom:m1
3436	"oczach , a inni zaczynają na >>nich<< spoglądać z większym szacunkiem , "	ppron3:pl:loc:n:ter:akc:praep	ppron3:pl:loc:f:ter:akc:praep
3449	"nawet z podziwem . Było im >>trochę<< wstyd , że w odwiedziny "	adv:pos,adv:com,adv:sup	num:pl:nom:m3:rec
3496	"zaczęli wybierać się , gdy rozdzieliła >>ich<< państwowa granica Rosji i Gruzji "	ppron3:pl:gen:f:ter:akc:npraep	ppron3:pl:acc:m1:ter:akc:npraep
3503	"państwowa granica Rosji i Gruzji . >>Północne<< , czeczeńskie zbocza znalazły się "	adj:pl:nom:m3:pos	adj:pl:nom:n:pos
3528	"tym za wiele , przywykli do >>życia<< w górach , gdzie granice "	subst:sg:gen:n	ger:sg:gen:n:imperf:aff
3530	"wiele , przywykli do życia w >>górach<< , gdzie granice wyznaczały przełęcze "	subst:pl:loc:f	subst:pl:loc:n
3554	"zachwytem odkryli , że Czeczeni , >>najliczniejszy<< i najpotężniejszy z ludów północy "	adj:sg:nom:m1:sup	adj:sg:nom:m3:sup
3564	"ludów północy Kaukazu , mówią tym >>samym<< co oni językiem , tak "	adj:sg:inst:n:pos	adj:sg:inst:m1:pos
3598	"jesteśmy Czeczenami ! ” – zakrzyknęli >>Kistowie<< z radością , której smak "	ign	subst:pl:nom:m1
3614	"myśl , że wypierają się oto >>Gruzinów<< , odpowiadają niewdzięcznością tym , "	subst:pl:gen:m1	subst:pl:acc:m1
