1	">>Przed<< paru jeszcze dziesiątkami lat usiłowania "	prep:inst:nwok	prep:acc:nwok
662	"niwy swoje wprowadza , aby tylko >>lepsze<< z niej wydobyć plony , "	adj:sg:nom:n:com	adj:pl:nom:n:com
671	"wydobyć plony , i ona także >>wszystkie<< wynalazki i sztuki ostatnich lat "	adj:pl:nom:m3:pos	adj:pl:acc:m3:pos
672	"plony , i ona także wszystkie >>wynalazki<< i sztuki ostatnich lat spożytkowała "	subst:pl:nom:m3	subst:pl:acc:m3
674	"i ona także wszystkie wynalazki i >>sztuki<< ostatnich lat spożytkowała , aby "	subst:pl:nom:f	subst:pl:nom:m3
687	"pole swego działania rozszerzyć , i >>sztandar<< swej wiedzy na jak najdalszych "	subst:sg:nom:m3	subst:sg:acc:m3
690	"rozszerzyć , i sztandar swej wiedzy >>na<< jak najdalszych granicach dostępnych człowiekowi "	prep:loc:wok,prep:loc:nwok	prep:acc:nwok,prep:acc:wok
703	"i obwarować . I . Historya >>zastósowania<< fotografii do astronomii . Niedawne "	subst:sg:gen:f	adj:sg:gen:f:pos
710	"fotografii do astronomii . Niedawne to >>temu<< czasy , bo zaledwie pół "	subst:sg:dat:n	prep:acc:nwok,prep:acc:wok
711	"do astronomii . Niedawne to temu >>czasy<< , bo zaledwie pół wieku "	subst:pl:nom:m3	subst:pl:acc:m3
725	"gdy o nowym wynalazku świat się >>dowiedział<< . Była nim dagerotypia , "	praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl	praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl
778	"- Marne . ] ] , >>który<< wespół z Józefem Niepce 2 "	adj:sg:nom:m1:pos	adj:sg:nom:m3:pos
782	"] , który wespół z Józefem >>Niepce<< 2 [ [ Niepce ( "	ign	subst:sg:inst:m1
783	", który wespół z Józefem Niepce >>2<< [ [ Niepce ( Józef "	adj:sg:gen:m1:pos	adj:sg:inst:m1:pos
786	"z Józefem Niepce 2 [ [ >>Niepce<< ( Józef Nicefor ) oficer "	subst:sg:nom:f	subst:sg:nom:n
800	"żył od r . 1765 do >>1833<< w Châlons . ] ] "	adj:sg:gen:m3:pos	num:pl:gen:m3:congr
834	"neapolitańskiego fizyka Jana Baptystę Portę , >>zastósował<< do otrzymywania stałych obrazów , "	ign	subst:sg:nom:f
844	"obrazów , w miejsce znikomych i >>chwilowych<< , jakie na cienniku przy "	adj:pl:gen:m3:pos	adj:pl:gen:f:pos
846	"w miejsce znikomych i chwilowych , >>jakie<< na cienniku przy demonstrowaniu szkolnem "	adj:pl:acc:f:pos	adj:pl:acc:m3:pos
851	", jakie na cienniku przy demonstrowaniu >>szkolnem<< otrzymywane bywają . Jak każden "	subst:sg:inst:m2	subst:sg:gen:m3
852	"jakie na cienniku przy demonstrowaniu szkolnem >>otrzymywane<< bywają . Jak każden wynalazek "	ppas:pl:nom:f:imperf:aff	ppas:pl:nom:m3:imperf:aff
856	"demonstrowaniu szkolnem otrzymywane bywają . Jak >>każden<< wynalazek , tak i ten "	adj:sg:nom:m3:pos	adj:sg:acc:m3:pos
857	"szkolnem otrzymywane bywają . Jak każden >>wynalazek<< , tak i ten początkowo "	subst:sg:nom:m3	subst:sg:acc:m3
878	"nowych doświadczeń , nim omal zupełnie >>przeistoczony<< wystąpił pod nazwą fotografii , "	ppas:sg:nom:m1:perf:aff	ppas:sg:nom:m3:perf:aff
893	"w najrozmaitszych kierunkach , pięknych i >>praktycznych<< , powszechnie i wszędzie znajdujemy "	adj:pl:loc:m3:pos	adj:pl:gen:f:pos
911	"i posunięcia tej sztuki naprzód położył >>zmarły<< przed dwiema dziesiątkami lat Jan "	adj:sg:nom:m1:pos	subst:sg:nom:m1
926	". Foucault , fizyk francuski , >>którego<< imię głośne jest w nauce "	adj:sg:gen:m3:pos	adj:sg:gen:n:pos
928	", fizyk francuski , którego imię >>głośne<< jest w nauce z powodu "	adj:sg:acc:n:pos	adj:sg:nom:n:pos
935	"jest w nauce z powodu prac >>jego<< optycznych i doświadczeń pendułowych , "	ppron3:sg:gen:m1:ter:akc:npraep	ppron3:sg:gen:n:ter:akc:npraep
939	"powodu prac jego optycznych i doświadczeń >>pendułowych<< , stwierdzających obrót wirowy ziemi "	ign	adj:sg:gen:n:pos
941	"jego optycznych i doświadczeń pendułowych , >>stwierdzających<< obrót wirowy ziemi . Wynalazek "	pact:pl:gen:n:imperf:aff	pact:pl:gen:m3:imperf:aff
973	"w gorących i pełnych nadziei słowach >>3<< [ [ Fr . Arago "	adj:sg:gen:m3:pos	adj:sg:gen:n:pos
980	"[ [ Fr . Arago ’ >>s<< „ Sämmtliche Werke ” T "	brev:pun	brev:npun
982	"Fr . Arago ’ s „ >>Sämmtliche<< Werke ” T . VII "	ign	subst:sg:nom:f
983	". Arago ’ s „ Sämmtliche >>Werke<< ” T . VII . "	ign	subst:sg:nom:f
987	"„ Sämmtliche Werke ” T . >>VII<< . pg . 376 ff "	adj:sg:gen:m3:pos	subst:sg:nom:m1
991	"T . VII . pg . >>376<< ff . ] ] na "	adj:sg:gen:m3:pos	num:pl:nom:m3:rec
992	". VII . pg . 376 >>ff<< . ] ] na posiedzeniu "	ign	brev:pun
1022	"wspaniałomyślny prezent całemu światu , a >>to<< przez ogłoszenie jego tajemnic za "	subst:sg:nom:n	qub:wok,qub:nwok
1027	"a to przez ogłoszenie jego tajemnic >>za<< poprzedniem wyjednaniem przez akademię u "	prep:acc:nwok,prep:acc:wok	prep:inst:wok,prep:inst:nwok
1028	"to przez ogłoszenie jego tajemnic za >>poprzedniem<< wyjednaniem przez akademię u ministerstwa "	ign	adj:sg:inst:n:pos
1043	"obu wynalazców pensyi dożywotniej ( dla >>Daguerrre<< ’ go 6000 fr . "	ign	subst:sg:gen:m1
1045	"pensyi dożywotniej ( dla Daguerrre ’ >>go<< 6000 fr . ; zaś "	ppron3:sg:acc:m1:ter:nakc:npraep	ppron3:sg:gen:m3:ter:nakc:npraep
1046	"dożywotniej ( dla Daguerrre ’ go >>6000<< fr . ; zaś dla "	adj:sg:nom:m3:pos	num:pl:nom:m3:rec
1052	"6000 fr . ; zaś dla >>Niepce<< ’ go , a właściwie "	subst:sg:gen:f	subst:sg:gen:m1
1058	"Niepce ’ go , a właściwie >>pozostałego<< po tymże syna 4000 fr "	adj:sg:acc:m1:pos	adj:sg:gen:n:pos
1061	", a właściwie pozostałego po tymże >>syna<< 4000 fr . ) , "	subst:sg:gen:m1	subst:sg:acc:m1
1062	"a właściwie pozostałego po tymże syna >>4000<< fr . ) , podnosi "	ign	num:pl:acc:m3:rec
1083	"szybkość wykonania , a wreszcie nie >>dające<< się jeszcze obliczyć usługi i "	pact:pl:nom:f:imperf:aff	pact:pl:acc:n:imperf:aff
1091	"jeszcze obliczyć usługi i pożytki , >>jakie<< on naukom w przyszłości przynieść "	adj:pl:acc:f:pos	adj:pl:acc:m3:pos
1097	"jakie on naukom w przyszłości przynieść >>może<< . Ale co więcej , "	fin:sg:ter:imperf	qub:wok,qub:nwok
1112	"Arago wyraźnie zaznacza i przewiduje możność >>zastósowania<< tego wynalazku do fizyki i "	ign	adj:sg:gen:f:pos
1129	"będzie to kiedyś nieoceniony środek i >>pomoc<< do badań i poszukiwań właściwych "	subst:sg:nom:f	subst:sg:acc:f
1171	", że tegoż uważać należy jako >>pierwszego<< , który zapomocą promieni świetlnych "	adj:sg:gen:m3:pos	adj:sg:gen:m1:pos
1178	", który zapomocą promieni świetlnych naszego >>trabanta<< , umieściwszy w ognisku lunety "	subst:sg:gen:m1	subst:sg:gen:m2
1212	"z królewską rodziną włoską , ażeby >>po<< czterotygodniowéj prawie niebytności powrócić przez "	prep:loc:wok,prep:loc:nwok	prep:acc:nwok,prep:acc:wok
1213	"królewską rodziną włoską , ażeby po >>czterotygodniowéj<< prawie niebytności powrócić przez Arezzo "	adj:sg:loc:f:pos	adjp
1215	"włoską , ażeby po czterotygodniowéj prawie >>niebytności<< powrócić przez Arezzo , Florencyą "	subst:sg:loc:f	subst:sg:gen:f
1220	"prawie niebytności powrócić przez Arezzo , >>Florencyą<< , Bononią , Innsbruck , "	subst:sg:inst:f	subst:sg:nom:m1
1222	"powrócić przez Arezzo , Florencyą , >>Bononią<< , Innsbruck , Monachium i "	ign	subst:sg:nom:f
1228	"Bononią , Innsbruck , Monachium i >>Regensburg<< do swéj niemieckiéj ojczyzny . "	subst:sg:nom:m3	subst:sg:nom:n
1230	"Innsbruck , Monachium i Regensburg do >>swéj<< niemieckiéj ojczyzny . Jutro w "	ign	subst:sg:gen:f
1240	"Jutro w południe stanie cesarz w >>swéj<< rezydencyi Potsdamie , witany przez "	adj:sg:loc:f:pos	subst:sg:loc:f
1241	"w południe stanie cesarz w swéj >>rezydencyi<< Potsdamie , witany przez całą "	adj:sg:loc:m3:pos	adj:sg:loc:f:pos
1242	"południe stanie cesarz w swéj rezydencyi >>Potsdamie<< , witany przez całą ludność "	ign	subst:sg:loc:f
1262	"przyniosła tylko nowy tryumf dla polityki >>niemieckiéj<< i że się wszystkie nadzieje "	ign	subst:sg:gen:f
1276	"w Niemczech do podróży przywięzywano , >>urzeczywistniły<< . W rzeczy saméj przyznać "	praet:pl:f:perf:agl,praet:pl:f:perf:nagl	praet:pl:n:perf:agl,praet:pl:n:perf:nagl
1280	"przywięzywano , urzeczywistniły . W rzeczy >>saméj<< przyznać trzeba , że niemieccy "	ign	subst:sg:acc:f
1298	"zadowoleni . Pomijając odosobnione manifestacye rzymskich >>irrydentystów<< i głuche wieści z zamierzonych "	subst:pl:gen:m3	subst:pl:gen:n
1306	"głuche wieści z zamierzonych zamachach w >>Stuttgardzie<< , Monachium , Wiedniu i "	subst:sg:loc:m3	subst:sg:loc:n
1333	"że nic nie zakłóciło całego szeregu >>owacyi<< , jakie na każdym kroku "	subst:sg:gen:f	subst:sg:gen:m3
1341	"jakie na każdym kroku nowemu niemieckiemu >>władzcy<< okazywano . Bezustanną zwrotkę , "	subst:sg:dat:m1	subst:pl:nom:m1
1360	"Wilhelma II powtarzają , jest zaakcentowanie >>jéj<< znaczenia co do potrójnego przymierza "	adj:sg:gen:n:pos	subst:sg:gen:n
1362	"powtarzają , jest zaakcentowanie jéj znaczenia >>co<< do potrójnego przymierza . Jak "	comp	subst:sg:nom:n
1370	"potrójnego przymierza . Jak zdanie prasy >>niemieckiéj<< casarz Wilhelm II podejmując podróż "	ign	subst:sg:gen:f
1371	"przymierza . Jak zdanie prasy niemieckiéj >>casarz<< Wilhelm II podejmując podróż wytknął "	ign	adj:sg:gen:f:pos
1395	"może , iż celu tego dopiął >>najzupełniéj<< . Za prawdą takiego twierdzenia "	ign	subst:sg:acc:f
1411	"przebieg podróży . Oficyalne toasty , >>wzniesione<< tak w Wiedniu jak w "	ppas:pl:nom:m3:perf:aff	ppas:pl:nom:f:perf:aff
1437	"wyłącznie do zawartego pomiędzy Niemcami , >>Austryą<< a Włochami przymierza , a "	subst:sg:inst:f	subst:sg:nom:n
1451	", zaakcentowano przy nich głównie koleżeństwo >>broni<< , jakie łączy armią niemiecką "	subst:sg:gen:f	fin:sg:ter:imperf
1458	", jakie łączy armią niemiecką , >>austryacką<< i włoską . Pisma wiedeńskie "	adj:sg:inst:f:pos	subst:sg:nom:f
1460	"łączy armią niemiecką , austryacką i >>włoską<< . Pisma wiedeńskie zapisały swego "	adj:sg:inst:f:pos	adj:sg:acc:f:pos
1463	", austryacką i włoską . Pisma >>wiedeńskie<< zapisały swego czasu jako fakt "	adj:pl:nom:n:pos	adj:pl:nom:m3:pos
1464	"austryacką i włoską . Pisma wiedeńskie >>zapisały<< swego czasu jako fakt godny "	praet:pl:n:perf:agl,praet:pl:n:perf:nagl	praet:pl:m3:perf:nagl,praet:pl:m3:perf:agl
1498	", a dzisiaj piszą to samo >>pisma<< włoskie , mówiąc o toastach "	subst:pl:nom:n	subst:sg:gen:n
1499	"a dzisiaj piszą to samo pisma >>włoskie<< , mówiąc o toastach wzniesionych "	adj:pl:nom:n:pos	adj:sg:nom:n:pos
1514	"i cesarza Wilhelma II . Do >>wiedeńskiéj<< „ Polit Corr . ” "	ign	subst:sg:gen:n
1516	"Wilhelma II . Do wiedeńskiéj „ >>Polit<< Corr . ” piszą np "	ign	subst:sg:nom:n
1517	"II . Do wiedeńskiéj „ Polit >>Corr<< . ” piszą np . "	ign	subst:sg:nom:n
1524	". ” piszą np . w >>téj<< mierze co następuje : „ "	adj:sg:loc:f:pos	subst:sg:loc:f
1549	"pod względem politycznym na największą uwagę >>toasty<< wzniesione podczas obiadu galowego . "	subst:pl:nom:m3	subst:pl:acc:m3
1550	"względem politycznym na największą uwagę toasty >>wzniesione<< podczas obiadu galowego . Już "	ppas:pl:nom:m3:perf:aff	ppas:pl:acc:m3:perf:aff
1568	"nie wznieśli , jak to jest >>przyjętym<< , w języku francuzkiem , "	subst:sg:inst:m1	adj:sg:inst:m3:pos
1572	"to jest przyjętym , w języku >>francuzkiem<< , ale że raczéj król "	ign	subst:sg:gen:m3
1576	"w języku francuzkiem , ale że >>raczéj<< król włoski wypowiedział go po "	ign	adj:sg:nom:m1:pos
1614	"ten zniesieniu ( ? ) języka >>francuzkiego<< jako języka dworskiego i dyplomatycznego "	adj:sg:gen:m3:pos	subst:sg:gen:m3
1621	"jako języka dworskiego i dyplomatycznego . >>Daléj<< wskazują tu na stanowczość , "	ign	subst:sg:nom:m1
1636	"monarchowie wypowiedzieli w toastach ustępy w >>wiernéj<< i niezmiennéj przyjaźni o sojuszu "	ign	subst:sg:loc:m3
1646	"o sojuszu pomiędzy obu państwami i >>ich<< armiami . ” Sądząc po "	ppron3:pl:gen:n:ter:akc:npraep	ppron3:pl:gen:f:ter:akc:npraep
1655	"” Sądząc po tych i tym >>podobnych<< wywodach pism tak niemieckich , "	adj:pl:loc:m3:pos	adj:pl:gen:m3:pos
1661	"podobnych wywodach pism tak niemieckich , >>austryackich<< i włoskich przypuścićby można , "	adj:pl:gen:n:pos	subst:sg:nom:m3
1679	"i Rzymu nadała polityce trzech państw >>sprzymierzonych<< kierunek jeszcze wyrazistszy niż dotychczas "	ppas:pl:gen:n:perf:aff	ppas:pl:gen:m3:perf:aff
1680	"Rzymu nadała polityce trzech państw sprzymierzonych >>kierunek<< jeszcze wyrazistszy niż dotychczas i "	subst:sg:acc:m3	subst:sg:nom:m3
1688	"wyrazistszy niż dotychczas i że najważniejszym >>jéj<< rezultatem jest utrwalenie i wzmocnienie "	ign	subst:sg:inst:m3
1693	"najważniejszym jéj rezultatem jest utrwalenie i >>wzmocnienie<< trójprzymierza . Jak tymczasem na "	ger:sg:nom:n:perf:aff	ger:sg:acc:n:perf:aff
1738	"tem , że prasa berlińska zmiany >>ministeryalne<< w Austryi połączyła razem z "	adj:pl:nom:f:pos	subst:sg:gen:f
1752	"cesarza w Wiedniu i że w >>nich<< się dopatrzyła ujemnego rezultatu podróży "	ppron3:pl:loc:m1:ter:akc:praep	ppron3:pl:loc:m3:ter:akc:praep
1761	"ujemnego rezultatu podróży . W rzeczy >>saméj<< nic Niemiec w ostatnim czasie "	ign	qub:wok,qub:nwok
1780	"w ostatnim tygodniu zmiany w gabinecie >>austryackim<< . Wszystkie pisma wspomianają o "	adj:sg:loc:m3:pos	subst:sg:gen:m3
1784	"w gabinecie austryackim . Wszystkie pisma >>wspomianają<< o fakcie tym z wielkiem "	fin:pl:ter:imperf	subst:sg:nom:n
1800	"oburzeniem i rozumują w sposób mniéj >>więcéj<< następujący : „ Gdzie dzisiaj "	ign	subst:sg:acc:m3
1808	": „ Gdzie dzisiaj szukać mamy >>Austryi<< , czy u hrabiegiego Schönborna "	ign	subst:sg:acc:m3
1812	"szukać mamy Austryi , czy u >>hrabiegiego<< Schönborna i Taaffego lub też "	ign	subst:sg:gen:m1
1815	", czy u hrabiegiego Schönborna i >>Taaffego<< lub też u Kalnokyego i "	ign	subst:sg:nom:m1
1821	"Taaffego lub też u Kalnokyego i >>Tiszy<< , czy w zbrataniu z "	ign	subst:sg:nom:m1
1836	"walce przeciwko Niemcom , w polityce >>zewnętrznéj<< lub też w polityce wewnętrznéj "	ign	subst:sg:gen:f
1841	"polityce zewnętrznéj lub też w polityce >>wewnętrznéj<< ? Nazwano Austryą krajem sprzeczoności "	adv:pos,adv:com,adv:sup	subst:sg:gen:f
1844	"też w polityce wewnętrznéj ? Nazwano >>Austryą<< krajem sprzeczoności , a nowe "	ign	subst:sg:inst:m3
1846	"polityce wewnętrznéj ? Nazwano Austryą krajem >>sprzeczoności<< , a nowe ukształtowanie się "	subst:sg:gen:f	subst:sg:gen:m3
1853	", a nowe ukształtowanie się ministerstwa >>Taaffego<< zaraz po uroczystościach urządzonych dla "	ign	subst:sg:gen:n
1865	"niemieckiego casarza jest najzupełniejszą sprzecznością , >>któréj<< nie zdołają zrozumieć ani mędrcy "	ign	subst:sg:nom:n
1894	"podróży cesarza niemieckiego do Wiednia nie >>odnosiły<< sie jedynie do zewnętrznéj , "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:m3:imperf:agl,praet:pl:m3:imperf:nagl
1895	"cesarza niemieckiego do Wiednia nie odnosiły >>sie<< jedynie do zewnętrznéj , ale "	adj:pl:nom:f:pos	adj:pl:nom:m3:pos
1898	"Wiednia nie odnosiły sie jedynie do >>zewnętrznéj<< , ale także wewnętrznéj polityki "	ign	subst:sg:gen:n
1902	"jedynie do zewnętrznéj , ale także >>wewnętrznéj<< polityki austryackiéj . Jak widzieli "	adj:sg:gen:f:pos	subst:sg:nom:f
1904	"zewnętrznéj , ale także wewnętrznéj polityki >>austryackiéj<< . Jak widzieli śmy , "	adj:sg:gen:f:pos	subst:sg:gen:f
1915	", doznały w téj mierze pisma >>berlińskie<< zawodu i chcąc nie chcąc "	adj:pl:acc:n:pos	adj:pl:nom:m3:pos
1924	"chcąc nie chcąc przyznać dzisiaj są >>zniewolone<< , że na tok wewnętrznéj "	ppas:pl:nom:m3:perf:aff	ppas:pl:nom:f:perf:aff
1943	"żadnym względem nie wpłynęła i że >>za<< tem także po zjeździe szanse "	prep:gen:wok,prep:gen:nwok	prep:acc:nwok,prep:acc:wok
1951	"także po zjeździe szanse wielkoniemieckich polityków >>austryackich<< w niczem się nie polepszyły "	adj:pl:gen:m1:pos	subst:sg:gen:m1
1953	"zjeździe szanse wielkoniemieckich polityków austryackich w >>niczem<< się nie polepszyły . Mniéj "	adv:pos,adv:com,adv:sup	subst:sg:loc:n
1958	"w niczem się nie polepszyły . >>Mniéj<< doniosłości niż zmianom gabinetowym w "	ign	subst:sg:nom:f
1964	"Mniéj doniosłości niż zmianom gabinetowym w >>Austryi<< przypisują pisma berlińskie antiniemieckim demonstracyom "	ign	subst:sg:loc:m3
1968	"gabinetowym w Austryi przypisują pisma berlińskie >>antiniemieckim<< demonstracyom w Rzymie . Niektóre "	ign	subst:pl:gen:n
1969	"w Austryi przypisują pisma berlińskie antiniemieckim >>demonstracyom<< w Rzymie . Niektóre pisma "	ign	adj:pl:gen:n:pos
1976	"w Rzymie . Niektóre pisma wzięły >>demonstracye<< te za objawy wrogiego usposobienia "	subst:pl:nom:m3	subst:pl:acc:n
1981	"wzięły demonstracye te za objawy wrogiego >>usposobienia<< części ludności rzymskiéj wobec nowego "	subst:sg:gen:n	ger:sg:gen:n:perf:aff
1984	"za objawy wrogiego usposobienia części ludności >>rzymskiéj<< wobec nowego królestwa włoskiego . "	ign	subst:sg:gen:f
1991	"wobec nowego królestwa włoskiego . Zdaniem >>naszem<< niesłusznie , gdyż hasła , "	adv:pos,adv:com,adv:sup	subst:sg:gen:m1
1998	"niesłusznie , gdyż hasła , pod >>któremi<< demonstracye nastąpiły , jak „ "	ign	subst:pl:inst:n
1999	", gdyż hasła , pod któremi >>demonstracye<< nastąpiły , jak „ Niech "	ign	subst:pl:inst:n
2000	"gdyż hasła , pod któremi demonstracye >>nastąpiły<< , jak „ Niech żyje "	praet:pl:f:perf:agl,praet:pl:f:perf:nagl	praet:pl:n:perf:agl,praet:pl:n:perf:nagl
2019	"dowodzą jasno , w jaką stronę >>sympatye<< i antypatye demonstrujących były skierowane "	ign	subst:sg:gen:f
2021	", w jaką stronę sympatye i >>antypatye<< demonstrujących były skierowane . Być "	ign	subst:pl:gen:n
2022	"w jaką stronę sympatye i antypatye >>demonstrujących<< były skierowane . Być może "	pact:pl:gen:f:imperf:aff	pact:pl:gen:n:imperf:aff
2023	"jaką stronę sympatye i antypatye demonstrujących >>były<< skierowane . Być może , "	praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl	praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl
2035	"że liczba osób , które w >>demonstracyach<< wzięły udział , była tylko "	subst:pl:loc:m3	subst:sg:loc:f
2045	"była tylko szczupłą i że z >>drugiéj<< strony to , co o "	adj:sg:gen:f:pos	subst:sg:gen:f
2047	"szczupłą i że z drugiéj strony >>to<< , co o wszystkich tych "	pred	subst:sg:nom:n
2049	"że z drugiéj strony to , >>co<< o wszystkich tych zajściach pierwotnie "	subst:sg:nom:n	subst:sg:acc:n
2060	"pierwotnie doniosły dzienniki berlińskie , było >>przesadzonem<< , w każdym razie dowodzą "	adv:pos,adv:com,adv:sup	subst:sg:nom:f
2067	", w każdym razie dowodzą , >>fakta<< te , że sympatya dla "	subst:pl:nom:m3	subst:pl:nom:n
